seq	bytes	mtime	ext	class	path	corpus_tier
0365	17713	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-231629_model-clarification-round.md	PRIMARY
0366	63248	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233107_knowledge-qualification-problem-research-framework.md	PRIMARY
0367	8004	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233112_evidence-connects-observation-to-facts.md	PRIMARY
0368	5144	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233525_justification-comes-from-predetermined-facts-and-rules.md	PRIMARY
0369	10602	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233821_logical-lens-round.md	PRIMARY
0370	15342	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233950_use-all-lenses-in-a-more-disciplined-mathematical-way.md	PRIMARY
0371	12856	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-234405_extraction-retrieves-material-determination-establishes-warrant.md	PRIMARY
0372	13605	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-234546_refinement-of-the-model.md	PRIMARY
0373	5657	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-234727_better-formulation-of-the-position.md	PRIMARY
0374	7348	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235105_important-correction-to-the-framework.md	PRIMARY
0375	9379	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235738_correction-to-the-synthesis-conclusion.md	PRIMARY
0376	18155	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235754_conditional-evidence-problem-research-synthesis.md	PRIMARY
0377	12746	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235804_kernel-problem-minimum-substrate-for-conditional-determination.md	PRIMARY
0378	11094	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235855_determination-is-the-missing-mathematical-object.md	PRIMARY
0379	12746	2026-08-25	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235913_kernel-problem-minimum-substrate-for-conditional-determination-duplicate.md	PRIMARY
0380	25624	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md	PRIMARY
0381	38372	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000339_conditional-evidence-and-reasoning-combine-v2-expanded.md	PRIMARY
0382	8611	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000501_business-example-of-the-conditional-problem.md	PRIMARY
0383	9989	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000839_major-clarification-of-the-model.md	PRIMARY
0384	4609	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-001111_new-important-distinction-introduced.md	PRIMARY
0385	3767	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-001150_every-information-clarification.md	PRIMARY
0386	5870	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-001700_example-exposes-flaw-in-the-previous-model.md	PRIMARY
0387	5870	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-002116_example-exposes-flaw-in-the-previous-model-duplicate.md	PRIMARY
0388	5870	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-002517_example-exposes-flaw-in-the-previous-model-duplicate-2-ideal-state.md	PRIMARY
0389	9430	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-002828_very-important-refinement-of-the-model.md	PRIMARY
0390	5495	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-002857_the-key-distinction.md	PRIMARY
0391	14783	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-003242_where-we-started-model-challenge.md	PRIMARY
0392	25814	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-004057_dimensions-facts-and-values-model-challenge-expanded.md	PRIMARY
0393	7091	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-004302_important-correction-to-the-model.md	PRIMARY
0394	7091	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-005108_important-correction-to-the-model-duplicate.md	PRIMARY
0395	9858	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-015913_conceptual-problems-solved-but-not-all.md	PRIMARY
0396	112796	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102307_important-correction-to-the-model-extended-full-thread.md	PRIMARY
0397	14658	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102337_most-important-correction-review-of-research-summary.md	PRIMARY
0398	10796	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102412_second-research-synthesis-fits-earlier-position.md	PRIMARY
0399	5843	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102458_close-to-what-you-have-been-describing.md	PRIMARY
0400	10995	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103245_promising-direction-analysing-your-sentence.md	PRIMARY
0401	9577	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103249_sanskrit-grammar-lens-can-help-significantly.md	PRIMARY
0402	8280	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103508_a-dimension-is-an-aspect-along-which-a-state-is-characterized.md	PRIMARY
0403	8071	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103946_state-of-knowledge-depends-on-its-known-dimensions.md	PRIMARY
0404	8071	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-104002_state-of-knowledge-depends-on-its-known-dimensions-duplicate.md	PRIMARY
0405	11790	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-105126_zero-lens-what-is-absent-undefined-unrepresented-assumed-away.md	PRIMARY
0406	8694	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-105229_research-synthesis-zero-lens-infinite-knowledge-space-mithya.md	PRIMARY
0407	6872	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-105641_zero-lens-analysis-of-ashtavakra-gita.md	PRIMARY
0408	15698	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-105717_research-synthesis-quine-word-and-object-multi-lens.md	PRIMARY
0409	17868	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-111026_metaphor-change-for-the-model.md	PRIMARY
0410	45179	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-111721_research-synthesis-upanishads-as-lens-on-infinite-knowledge-space.md	PRIMARY
0411	23944	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-112128_zero-lens-as-foundational-epistemic-and-architectural-lens.md	PRIMARY
0412	23944	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-112545_zero-lens-as-foundational-epistemic-and-architectural-lens-duplicate.md	PRIMARY
0413	20884	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-113213_lord-lens-infinite-knowledge-space.md	PRIMARY
0414	18076	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114050_ganapati-atharvashirsha-reading.md	PRIMARY
0415	10936	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114101_lord-lens-infinite-knowledge-space-and-knowledge-as-element.md	PRIMARY
0416	11498	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114249_lord-lens-infinite-knowledge-space-revised-and-deepened.md	PRIMARY
0417	12315	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114611_research-synthesis-universe-according-to-the-vedas-lord-and-zero-lens.md	PRIMARY
0418	13094	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114948_ganapati-atharvashirsha-synthesis-review.md	PRIMARY
0419	15410	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-115711_what-exactly-is-the-ideal-state.md	PRIMARY
0420	12148	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-115757_research-synthesis-24-undefined-questions-path-forward.md	PRIMARY
0421	12474	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-121829_strategic-analysis-bhagavad-gita-as-lens-for-research-questions.md	PRIMARY
0422	10936	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-121909_lord-lens-infinite-knowledge-space-and-knowledge-as-element-duplicate.md	PRIMARY
0423	36442	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-122156_most-important-discovery-of-the-round.md	PRIMARY
0424	16896	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-122435_remaining-undefined-things-in-the-model.md	PRIMARY
0425	15867	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-123719_cleaner-formulation-for-knowledgeos.md	PRIMARY
0426	5217	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-134120_using-the-gita-differently-from-an-ordinary-research-source.md	PRIMARY
0427	12660	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135515_gita-chapter-1-as-first-observation.md	PRIMARY
0428	12648	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135525_gita-chapter-1-as-first-observation-variant.md	PRIMARY
0429	10658	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135936_strongest-architectural-mapping-so-far-chapter-01.md	PRIMARY
0430	8821	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-140137_two-epistemic-layers-as-strong-architecture.md	PRIMARY
0431	9600	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-142856_validating-and-formalizing-the-principles.md	PRIMARY
0432	9600	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-143046_validating-and-formalizing-the-principles-duplicate.md	PRIMARY
0433	6903	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-143231_refining-the-krishna-lens.md	PRIMARY
0434	8126	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-143500_masterful-synthesis-lord-lens-omega.md	PRIMARY
0435	26256	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-144017_gita-chapter-2-reading.md	PRIMARY
0436	41243	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-151225_rigorous-analysis-of-the-sanjaya-layer.md	PRIMARY
0437	11129	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-151244_second-correction-sarathi-does-not-own-the-frame.md	PRIMARY
0438	5904	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-151534_right-architectural-interpretation-now.md	PRIMARY
0439	8196	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-152140_zero-reveals-relevant-is-still-undefined.md	PRIMARY
0440	10105	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-155127_zero-findings-formal-summary.md	PRIMARY
0441	13189	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-155403_krishna-lens.md	PRIMARY
0442	13189	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-155520_krishna-lens-duplicate.md	PRIMARY
0443	19714	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-160024_the-human-knower-cleaner-formulation.md	PRIMARY
0444	10350	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-160322_core-architecture-lord-krishna-knowledgeos-human-knower.md	PRIMARY
0445	13483	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-160657_what-we-have-solved-and-what-remains.md	PRIMARY
0446	19950	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-161035_start-with-the-underlying-reality.md	PRIMARY
0447	22929	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-161309_knowledgeos-a-mathematical-architecture-for-epistemic-systems.md	PRIMARY
0448	22929	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-161551_knowledgeos-a-mathematical-architecture-for-epistemic-systems-duplicate.md	PRIMARY
0449	11258	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-162358_proposed-order-of-investigation.md	PRIMARY
0450	18748	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-162527_phase-1-what-is-being-observed.md	PRIMARY
0451	32246	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-163610_arjuna-as-observer-a-knowledgeos-analysis.md	PRIMARY
0452	9350	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-163735_the-investigation-is-progressive.md	PRIMARY
0453	27632	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-164123_what-zero-does-does-zero-belong-to-knowledgeos.md	PRIMARY
0454	22678	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-165743_question-2-what-is-a-dimension.md	PRIMARY
0455	24404	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-170313_observer-asks-knowledgeos-reconstructs-the-dimensions.md	PRIMARY
0456	29503	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-170948_why-a-c-type-parser-is-useful.md	PRIMARY
0457	30736	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-171411_mathematical-redefinition-dimension-discovery-and-natural-language-parsing.md	PRIMARY
0458	6199	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-171508_why-parsing-belongs-inside-knowledgeos.md	PRIMARY
0459	25730	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-171848_architectural-ownership-of-semantic-reconstruction.md	PRIMARY
0460	24466	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-172247_mathematical-review-of-the-knowledgeos-model.md	PRIMARY
0461	40631	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-172732_the-knowledgeos-knowledge-atom.md	PRIMARY
0462	23796	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-172933_question-4-evidence-and-epistemic-state-transition.md	PRIMARY
0463	22143	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173048_question-5-comparing-and-challenging-assertions.md	PRIMARY
0464	24214	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173211_question-5-comparing-and-challenging-assertions-v2.md	PRIMARY
0465	12342	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173318_question-4a-what-exactly-is-an-epistemic-state.md	PRIMARY
0466	11367	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173337_review-comparison-should-compare-propositions-first.md	PRIMARY
0467	26597	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173435_question-5-updating-and-preserving-assertions.md	PRIMARY
0468	13025	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173537_review-an-update-does-not-necessarily-create-a-new-assertion.md	PRIMARY
0469	12058	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-173853_question-6-what-is-a-knowledge-state.md	PRIMARY
0470	38481	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-174215_knowledgeos-the-complete-mathematical-model.md	PRIMARY
0471	43132	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-174810_question-7-what-is-knowledge-itself.md	PRIMARY
0472	41314	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-175140_question-8-what-makes-a-knowledge-state-coherent.md	PRIMARY
0473	12143	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-175149_verdict-on-the-preceding-question.md	PRIMARY
0474	22698	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-175458_question-9-what-is-a-conflict-and-how-is-it-resolved.md	PRIMARY
0475	29550	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-175731_question-10-what-is-a-gap-and-how-does-it-differ-from-a-conflict.md	PRIMARY
0476	28778	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-180258_question-11-what-is-the-ideal-state.md	PRIMARY
0477	38446	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-180537_question-12-how-do-we-measure-distance-to-the-ideal-state.md	PRIMARY
0478	29270	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-181048_question-12a-measuring-distance-current-to-corresponding-ideal.md	PRIMARY
0479	25221	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-181441_question-13-formal-structure-of-the-knowledge-state.md	PRIMARY
0480	35424	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-182409_question-14-the-knowledgeos-type-system-complete-formal-definition.md	PRIMARY
0481	53901	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-183128_question-15-state-transition-how-kt-becomes-kt-plus-1.md	PRIMARY
0482	58936	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-183636_question-16-epistemic-logic-observation-evidence-inference-contradiction.md	PRIMARY
0483	85671	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-184000_question-17-how-zero-lord-and-sarathi-interact-with-the-transition-system.md	PRIMARY
0484	25722	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-184327_question-18-how-does-the-ideal-state-evolve-and-who-controls-it.md	PRIMARY
0485	31687	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-184707_question-19-distance-measuring-the-difference-between-states.md	PRIMARY
0486	55192	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-184858_question-20-the-complete-system-state-and-how-it-evolves.md	PRIMARY
0487	9557	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-184944_question-19-representing-and-measuring-discrepancy-filed-as-q21.md	PRIMARY
0488	17545	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-185100_question-19-what-is-a-discrepancy-between-current-and-ideal-filed-as-q21.md	PRIMARY
0489	25195	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-185440_question-22-how-do-we-prioritize-which-deficiencies-to-address-first.md	PRIMARY
0490	28606	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-185636_question-23-when-to-stop-investigating-and-present-a-decision.md	PRIMARY
0491	38060	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-185755_question-24-presenting-the-decision-ready-state-to-the-knower.md	PRIMARY
0492	26191	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-221512_reality-observation-representation-and-knowledge-missing-distinction.md	PRIMARY
0493	36688	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-223053_what-we-are-actually-validating.md	PRIMARY
0494	33209	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-231807_correction-chapter-3-is-not-primarily-an-epistemic-chapter.md	PRIMARY
0495	33209	2026-08-26	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-232221_correction-chapter-3-is-not-primarily-an-epistemic-chapter-duplicate.md	PRIMARY
0496	5898	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-081318_what-chapter-3-strongly-supports.md	PRIMARY
0497	17511	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-082029_knowledgeos-becomes-an-epistemic-operating-system.md	PRIMARY
0498	14859	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-082901_ai-today-vs-knowledgeos.md	PRIMARY
0499	27204	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-083550_where-does-a-chatgpt-like-llm-get-its-information.md	PRIMARY
0500	4542	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-085131_atman-in-the-conceptual-model.md	PRIMARY
0501	8066	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-085756_atman-within-our-knowledgeos-theory.md	PRIMARY
0502	8066	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-090130_atman-within-our-knowledgeos-theory-duplicate.md	PRIMARY
0503	2209	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-090258_atma-and-kernel-are-the-same-underlying-idea.md	PRIMARY
0504	6045	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-090350_atma-can-be-the-knowledgeos-kernel.md	PRIMARY
0505	5054	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-090518_human-knower-a-tma.md	PRIMARY
0506	18368	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-091335_where-we-started.md	PRIMARY
0507	17573	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-092106_computational-realizability-verification.md	PRIMARY
0508	6674	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-093824_then-the-picture-is-this.md	PRIMARY
0509	8476	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-093837_your-idea.md	PRIMARY
0510	39471	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-093910_my-overall-assessment.md	PRIMARY
0511	756	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-094000_question-16-epistemic-logic-file-contains-question-20-21-material.md	PRIMARY
0512	22119	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260827-094057_cavell-must-we-mean-what-we-say-lenses.md	PRIMARY
0513	15230	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/kernel/20260827-094108_question-5-updating-and-preserving-assertions.md	PRIMARY
0514	38130	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-094200_book-identification.md	PRIMARY
0515	3767	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-094244_then-your-model-becomes.md	PRIMARY
0516	9905	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-094259_where-we-are-now.md	PRIMARY
0517	20962	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-094318_correction-don-t-map-chakra-knowledge-layer.md	PRIMARY
0518	18329	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-094345_the-key-idea-consciousness-is-not-represented-as-a-database.md	PRIMARY
0519	22011	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-094409_the-elements-of-statistical-learning-zero-leonardo.md	PRIMARY
0520	40526	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-094428_knowledgeos-research-extraction-logitica.md	PRIMARY
0521	17573	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-112659_computational-realizability-verification-duplicate.md	PRIMARY
0522	14468	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-113303_knowledgeos-does-not-have-one-input.md	PRIMARY
0523	14468	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-113310_knowledgeos-does-not-have-one-input-duplicate.md	PRIMARY
0524	14468	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-113443_knowledgeos-does-not-have-one-input-duplicate-2.md	PRIMARY
0525	11620	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-113816_where-we-actually-stand.md	PRIMARY
0526	7528	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-114304_phase-1-close-the-epistemic-primitives.md	PRIMARY
0527	7234	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-124619_closure-01-observation-role-senior-mathematician-ddd-architect.md	PRIMARY
0528	8561	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-125403_why-i-prefer-option-3.md	PRIMARY
0529	27669	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-125515_the-core-insight-three-distinct-information-pathways.md	PRIMARY
0530	12374	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-125608_closure-01-observation-working-model.md	PRIMARY
0531	20346	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-130026_closure-02-interpretation.md	PRIMARY
0532	10296	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-130226_closure-03-epistemic-admission.md	PRIMARY
0533	23305	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-131702_closure-04-evidence.md	PRIMARY
0534	59959	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-133340_closure-03-evidence.md	PRIMARY
0535	12241	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-133711_closure-04a-mathematical-laws-of-evidence-assessment.md	PRIMARY
0536	16179	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-134245_evidence-algebra-step-01-define-the-universe.md	PRIMARY
0537	11275	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-134357_closure-04b-candidate-evidence-algebras.md	PRIMARY
0538	8115	2026-08-27	md	TEXT	docs/knowledgeos/brainstorming/phase_measure_theory/20260827-134514_next-experiment-four-evidence-algebras.md	PRIMARY
